#Decisions
string_antagonized_desc_cetic_temperate;Why is [slanderee.GetTitledFirstName] so mindful of what [slanderee.GetSheHe] eats? Is [slanderee.GetHerHis] constitution so weak that [slanderee.GetSheHe] can only withstand the blandest of foods, or is [slanderee.GetSheHe] so afraid to be poisoned that [slanderee.GetSheHe]'d rather starve [slanderee.GetHerselfHimself]? I should share my doubts with everyone.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_charitable;[slanderee.GetTitledFirstName] is a hopeless squanderer. It is baffling to me how anybody would entrust anything of value to such a [slanderee.GetManWoman]. Warning other people about [slanderee.GetHerHis] damnable habit would be nothing more than my duty.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_diligent;[slanderee.GetTitledFirstName] is always doing something, always working... Clearly [slanderee.GetSheHe] doesn't trust [slanderee.GetHerHis] own friends and family to handle even the simplest of tasks. I should make sure that everybody knows of [slanderee.GetHerHis] disconcerting pettiness.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_patient;Some of [slanderee.GetHerHis] sycophants would claim that [slanderee.GetTitledFirstName] is a very patient [slanderee.GetManWoman], but how could [slanderee.GetHerHis] quiet and condescending demeanor hide anything but cowardice? I must make sure that everyone knows the true nature of this wicked person.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_kind;Some of [slanderee.GetHerHis] sycophants would claim that [slanderee.GetTitledFirstName] is a very kind [slanderee.GetManWoman], but how could [slanderee.GetHerHis] quiet and condescending demeanor hide anything but cowardice? I must make sure that everyone knows the true nature of this wicked person.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_humble;Some of [slanderee.GetHerHis] sycophants would claim that [slanderee.GetTitledFirstName] is a very humble [slanderee.GetManWoman], but how could [slanderee.GetHerHis] quiet and self-deprecating attitude hide anything but cowardice? I must make sure that everyone knows the true nature of this wicked person.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_lustful;[slanderee.GetTitledFirstName] is clearly a slave to [slanderee.GetHerHis] own passion. It is only a matter of time before [Root.Religion.GetHighGodName] rots [slanderee.GetHerHis] lustful limbs away. I should warn the people around [slanderee.GetHerHim] before [slanderee.GetSheHe] drags somebody else into perdition.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_gluttonous;[slanderee.GetTitledFirstName] is obsessed with food. Such self-indulgence should not go unpunished. It is only right that I condemn [slanderee.GetHerHis] behavior publicly.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_greedy;[slanderee.GetTitledFirstName]'s heart is consumed by greed. A person so petty and materialistic has no place in civilized society. I should make my disdain for [slanderee.GetHerHim] clear to everyone.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_slothful;[slanderee.GetTitledFirstName] is an indolent, pathetic creature, unwilling to perform the simplest task or take the smallest responsibility. I should denounce [slanderee.GetHerHis] slothful attitude so that all can see it.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_wroth;[slanderee.GetTitledFirstName] is a wrathful, frothing madman, unable to listen to reason or accept any dissent, no matter how justified. I should denounce [slanderee.GetHerHis] quick-tempered attitude so that all can see it.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_envious;[slanderee.GetTitledFirstName] is a petty, wicked-minded [slanderee.GetManWoman], filled with hatred and self-loathing. As much as [slanderee.GetSheHe] tries to hide [slanderee.GetHerHis] deviousness, [slanderee.GetHerHis] true nature is all too apparent to me. It would be nothing more than my duty to make sure everyone knows of how rotten [slanderee.GetSheHe] is.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_proud;Would it be so wrong to let everyone remember once more what a pretentious, entitled [slanderee.GetManWoman] [slanderee.GetTitledFirstName] is? [slanderee.GetHerHisCap] ego could certainly use a bit of resizing...;;;;;;;;;;;;;x

string_antagonized_desc_cetic_ambitious;[slanderee.GetTitledFirstName] has no concern for anyone but [slanderee.GetHerselfHimself], happily trampling other people on the road of [slanderee.GetHerHis] success. [slanderee.GetHerHisCap] friends and family should be made wary of [slanderee.GetHerHis] selfish, uncaring soul.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_arbitrary;[slanderee.GetTitledFirstName]'s inconstant nature is entirely unfitting of any grown [slanderee.GetManWoman]. It is only right that I condemn [slanderee.GetHerHis] behavior publicly.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_brave;It is not enough for [slanderee.GetTitledFirstName] to be careless [slanderee.GetHerselfHimself], [slanderee.GetSheHe] needs to reprimand anybody else that shows the least amount of self-preservation. Such destructive behavior needs to be exposed and rightfully condemned.;;;;;;;;;;;;;;x

string_antagonized_desc_cetic_content;[slanderee.GetTitledFirstName]'s unimaginative and uncaring attitude towards life and [slanderee.GetHerHis] responsibilities is a pathetic sight to behold. Yet some people seem to appreciate [slanderee.GetHerHis] lack of any will or ambition. I should make sure that everyone knows of [slanderee.GetHerHis] apathetic nature.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_craven;[slanderee.GetTitledFirstName] is nothing but a coward. [slanderee.GetHerHisCap] unacceptable behavior needs to be exposed and condemned if [slanderee.GetSheHe] is ever to improve. By denouncing [slanderee.GetHerHim] I would only do [slanderee.GetHerHim] a favor.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_cruel;It should not be hard to smear [slanderee.GetTitledFirstName] given [slanderee.GetHerHis] cruel disposition. Everybody needs to be reminded of [slanderee.GetHerHis] ruthless attitude.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_cynical;[slanderee.GetTitledFirstName] barely conceals [slanderee.GetHerHis] blasphemous lack of faith in [slanderee.Religion.GetHighGodName]. Such a person should not be allowed to live in any proper society, [slanderee.GetSheHe] should be shunned and condemned for [slanderee.GetHerHis] heathen ways.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_deceitful;[slanderee.GetTitledFirstName]'s duplicitous nature may be a secret to [slanderee.GetHerHis] friends and family, but it is quite clear to me. I should expose [slanderee.GetHerHis] lack of honesty so that everyone knows to be wary of [slanderee.GetHerHis] forked tongue.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_erudite;[slanderee.GetTitledFirstName] spends too much time studying ancient books from strange and mysterious authors. [slanderee.GetHerHisCap] shady activities are obviously proof of [slanderee.GetHerHis] heretical beliefs. I should expose [slanderee.GetHerHis] wickedness for all to see.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_gregarious;[slanderee.GetTitledFirstName] has never been able to learn the virtue of silence and discretion. [slanderee.GetSheHeCap] is constantly talking and harassing everyone around [slanderee.GetHerHim]. I should make it clear how much I despise [slanderee.GetHerHis] obnoxious attitude.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_honest;I can scarcely believe how a grown [slanderee.GetManWoman] like [slanderee.GetTitledFirstName] has yet to develop any sort of tact. [slanderee.GetHerHisCap] bluntness is unbearable, and needs to be openly mocked if [slanderee.GetSheHe] is ever to learn [slanderee.GetHerHis] lesson about manners.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_just;[slanderee.GetTitledFirstName] already has a reputation for a strict and uncompromising character. [slanderee.GetHerHisCap] lack of tact and understanding and blind following of rules and traditions will inevitably lead to [slanderee.GetHerHis] perdition unless somebody reproaches [slanderee.GetHerHim]...;;;;;;;;;;;;;;x

string_antagonized_desc_cetic_paranoid;[slanderee.GetTitledFirstName] is a twitching, paranoid fool. If [slanderee.GetSheHe] is unable to trust even [slanderee.GetHerHis] closest friends and family, how can [slanderee.GetSheHe] properly be part of civilized society? Surely, [slanderee.GetSheHe] must be shunned away from it.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_shy;[slanderee.GetTitledFirstName] is a timid, spineless recluse. If [slanderee.GetSheHe] is unable to be open even [slanderee.GetHerHis] closest friends and family, how can [slanderee.GetSheHe] properly be part of civilized society? Surely, [slanderee.GetSheHe] must be shunned away from it.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_dull;[slanderee.GetTitledFirstName] has such a dull and forgettable personality, devoid of any spark of imagination, that I am surprised there is anybody willing to spend any amount of time listening to [slanderee.GetHerHim]. Perhaps I should bring more light upon [slanderee.GetHerHis] lack of intellect...;;;;;;;;;;;;;x

string_antagonized_desc_cetic_trusting;[slanderee.GetTitledFirstName] is nothing but a gullible fool, ready to believe anything that [slanderee.GetHerHis] sycophants tell [slanderee.GetHerHim]. Such a careless person should never have any meaningful place in civilized society, at least not if I have anything to say about it.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_zealous;[slanderee.GetTitledFirstName] is nothing more than a fanatic, unable to see reason or consider any moderate opinion when it comes to matters of faith. People like [slanderee.GetHerHim] should be shouting from street corners amongst the peasants, they do not belong in a court.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_hunchback;[slanderee.GetTitledFirstName] is nothing more than a deformed freak, yet [slanderee.GetSheHe] still thinks that [slanderee.GetSheHe] deserves any dignity? Maybe I should make it clear to [slanderee.GetHerHim] how pathetic [slanderee.GetHerHis] state is.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_relative;[slanderee.GetTitledFirstName] and I might share the same blood, but we have always been of very different minds. I could never stand the sight of my [GetslandereeRelation], and I think it's time I reminded [slanderee.GetHerHim] of the reasons why once more.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_infidel;[slanderee.GetTitledFirstName] is an infidel, worshiping false idols and forsaking the word of [Root.Religion.GetHighGodName]. What more is needed to disparage [slanderee.GetHerHim]?;;;;;;;;;;;;;x

string_antagonized_desc_cetic_heretic;[slanderee.GetTitledFirstName] is a heretic, perverting the worship of [Root.Religion.GetHighGodName] with twisted, unholy rituals. What more is needed to disparage [slanderee.GetHerHim]?;;;;;;;;;;;;;x
