#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#MODIFIER_COMBAT_RATING;Combat Rating;Classement de combat;Kampfkraft;;Clasificación de combate;;;;;;;;;x
CR_DIFF_LOWER_THAN;Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence de classement de combat entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§ !;Kampfkraftunterschied zwischen §Y$FIRST$§! und §Y$SECOND$§! niedriger als §Y$VAL$§!;;Clasificación de combate entre §Y$FIRST$§!y §Y$SECOND$§! §Y$VAL$§! menor que §Y$VAL$§!;;;;;;;;;x
EVTOPTA_WOL_3022;Family first!;La famille d'abord !;Familie hat Vorrang!;;¡La familia primero!;;;;;;;;;x
EVTDESC_WOL_3032;My [GetFromRelation] [From.GetFirstName], the [GetRootFromCompliment] [From.GetManWoman], can always rely on me for aid. I try to help out whenever and however I can, out of respect, if not love.;Mon/ma [GetFromRelation] [From.GetFirstName], le/la [GetRootFromComplimentNounAdj] [From.GetManWoman] pourra toujours compter sur mon aide. J'essaierai de l'aider de mon mieux à la moindre occasion par respect, si ce n'est par amour.;Eine [GetRootFromCompliment] Person wie [GetFromRelation] [From.GetFirstName] kann sich immer auf meine Hilfe verlassen. Ich versuche, zu jedem möglichen Zeitpunkt und auf jede mögliche Art und Weise zu helfen, aus Achtung, wenn nicht aus Liebe.;;Mi [GetFromRelation] [From.GetFirstName], el/la [GetRootFromCompliment] [From.GetManWoman], siempre puede contar con mi ayuda. Trato de ayudar siempre que pueda y como pueda, por respeto, sino amor.;;;;;;;;;x
EVTDESC_WOL_3042;It is hard to find the time, but whenever I can, I try to spend some time with my [GetFromRelation] [From.GetFirstName]. [From.GetSubjectPronounCap] must be made to see how important family is, and to honor and love [From.GetPossPronoun] parents!;Trouver le temps de le faire n'est pas chose aisée, mais lorsque je le pourrai, je tenterai de passer du temps en compagnie de mon/ma [GetFromRelation] [From.GetFirstName]. [From.GetSubjectPronounCap] doit constater à quel point la famille est essentielle, et doit honorer et aimer ses parents !;Auch wenn ich sehr viel zu tun habe, versuche ich mit [GetFromRelation] [From.GetFirstName] möglichst viel Zeit zu verbringen. [From.GetSubjectPronounCap] muss lernen, wie wichtig die Familie ist und dass die Eltern geehrt und geliebt werden müssen!;;Es difícil encontrar tiempo, pero siempre que puedo, trato de pasar algún tiempo con mi [GetFromRelation] [From.GetFirstName]. ¡[From.GetSubjectPronounCap] debe ver cuán importante es la familia y honrar y amar a [From.GetPossPronoun]  padres!;;;;;;;;;x
EVTDESC_WOL_3042_CHILD;As a reigning [Root.PrimaryTitle.GetRulerTitle], I rarely have any spare time, but for my little [GetFromRelation] [From.GetFirstName] I would move heaven and earth!;En tant que [Root.PrimaryTitle.GetRulerTitle], mes occupations me laissent bien peu de temps, mais pour mon/ma [GetFromRelation] [From.GetFirstName], je remuerais ciel et terre !;Als [Root.PrimaryTitle.GetRulerTitle] habe ich kaum Freizeit, aber für [From.GetFirstName], meine/n [GetFromRelation], würde ich Himmel und Hölle in Bewegung setzen!;;¡Como [Root.PrimaryTitle.GetRulerTitle] reinante, rara vez tengo tiempo libre, ¡pero por mi pequeño/a  [GetFromRelation] [From.GetFirstName] movería cielo y tierra!;;;;;;;;;x
EVTDESC_WOL_3042_ABROAD;I have been corresponding regularly with my [GetFromRelation] [From.GetFirstName], and always make sure to see [From.GetObjectPronoun] whenever I get the chance to give sage advice and remind [From.GetObjectPronoun] of [From.GetPossPronoun] duties.;Je corresponds régulièrement avec mon/ma [GetFromRelation] [From.GetFirstName] et je fais en sorte que l'on se voie dès que j'ai la possibilité afin de lui donner de sages conseils et de lui rappeler ses obligations.;Ich pflege regelmäßig den Kontakt mit [GetFromRelation] [From.GetFirstName] und habe mich immer darum bemüht, [From.GetObjectPronoun] zu besuchen, um weisen Rat zu spenden und [From.GetObjectPronoun] an [From.GetPossPronoun] Pflichten zu erinnern.;;He mantenido correspondencia con regularidad con mi [GetFromRelation] [From.GetFirstName], y siempre me aseguré de ver[From.GetObjectPronoun] cuando tengo la oportunidad para dar sabios consejos y recordar[From.GetObjectPronoun] [From.GetPossPronoun] deberes.;;;;;;;;;x
EVTDESC_WOL_3050;I have noticed that [target_first.GetTitledFirstNameNoRegnal] and [target_second.GetTitledFirstNameNoRegnal] are not on the best of terms - a situation I hope to remedy! I have invited them both for some quality family time in [Root.Capital.Capital.GetName].;J'ai remarqué que [target_first.GetTitledName] et [target_second.GetTitledName] ne sont pas en très bons termes. J'espère remédier à cette situation ! Je les ai invités tous les deux à passer un bon moment en famille à [Root.Capital.Capital.GetName].;Mir ist aufgefallen, dass [target_first.GetTitledName] und [target_second.GetTitledName] kein gutes Verhältnis zueinander haben. Ich hoffe, ich kann diese Situation bereinigen! Ich habe beide nach [Root.Capital.Capital.GetName] eingeladen, um gemeinsam eine schöne Zeit im Kreise der Familie zu verbringen.;;He notado que [target_first.GetTitledName] y [target_second.GetTitledName] no se llevan bien ¡una situación que espero remediar! He invitado a ambos/as a pasar un tiempo con la familia [Root.Capital.Capital.GetName].;;;;;;;;;x
EVTDESC_WOL_3051;My [GetFromRelation], [From.GetTitledFirstNameNoRegnal], has asked me to spend some quality family time in [From.Capital.Capital.GetName]. I am sure the idea is for me to become better friends with [target_second.GetTitledName].;Mon/ma [GetFromRelation] [From.GetTitledFirstNameNoRegnal] m'a demandé de passer un bon moment en famille à [From.Capital.Capital.GetName]. Je suis certain que son but est de me rapprocher de [target_second.GetTitledName].;[GetFromRelation] [From.GetTitledFirstNameNoRegnal] hat mich zu einem Familientreffen nach [From.Capital.Capital.GetName] eingeladen. Ich bin sicher, dass die Absicht dahintersteckt, dass ich mich besser mit [target_second.GetTitledName] anfreunden soll.;;[GetFromRelation], [From.GetTitledFirstNameNoRegnal], me ha pedido que pase un tiempo con la familia en [From.Capital.Capital.GetName]. Estoy seguro de que el plan es que me lleve mejor [target_second.GetTitledName].;;;;;;;;;x
EVTOPTA_WOL_3051;That sounds nice!;C'est une bonne idée !;Hört sich gut an!;;¡Suena bien!;;;;;;;;;x
EVTOPTB_WOL_3051;What idiocy! I think not.;C'est ridicule ! Je n'irai pas.;Was für ein Blödsinn! Auf keinen Fall.;;¡Qué estupidez! Va a ser que no.;;;;;;;;;x
EVTDESC_WOL_3053;My [GetFromRelation] [From.GetTitledFirstNameNoRegnal] refused my suggestion. There will be no reconciliation with [target_second.GetTitledName].;Mon/ma [GetFromRelation] [From.GetTitledFirstNameNoRegnal] a refusé ma suggestion. La réconciliation avec [target_second.GetTitledName] n'aura pas lieu.;[GetFromRelation] [From.GetTitledFirstNameNoRegnal] lehnte meinen Vorschlag ab. Es wird keine Versöhnung mit [target_second.GetTitledName] geben.;;Mi [GetFromRelation] [From.GetTitledFirstNameNoRegnal] rechazó mi sugerencia. No habrá reconciliación con [target_second.GetTitledName].;;;;;;;;;x
EVTOPTA_WOL_3053;How foolish!;Quelle stupidité !;Wie dumm!;;¡Qué tonterías!;;;;;;;;;x
EVTDESC_WOL_3054;My [GetFromRelation] [From.GetTitledFirstNameNoRegnal] refused my suggestion. There will be no reconciliation with [target_first.GetTitledName].;Mon/ma [GetFromRelation] [From.GetTitledFirstNameNoRegnal] a refusé ma suggestion. La réconciliation avec [target_first.GetTitledName] n'aura pas lieu.;[GetFromRelation] [From.GetTitledFirstNameNoRegnal] lehnte meinen Vorschlag ab. Es wird keine Versöhnung mit [target_first.GetTitledName] geben.;;Mi [GetFromRelation] [From.GetTitledFirstNameNoRegnal] rechazó mi sugerencia. No habrá reconciliación con [target_first.GetTitledName].;;;;;;;;;x
EVTDESC_WOL_3055;My [GetFromRelation] [From.GetTitledFirstNameNoRegnal] refused [target_initiator.GetTitledFirstNameNoRegnal]'s invitation for us all to spend some time together in [target_initiator.Capital.Capital.GetName]...;Mon/ma [GetFromRelation] [From.GetTitledFirstNameNoRegnal] a refusé l'invitation envoyée par [target_initiator.GetTitledFirstNameNoRegnal] à passer du temps tous ensemble à [target_initiator.Capital.Capital.GetName]...;[GetFromRelation] [From.GetTitledFirstNameNoRegnal] hat die Einladung von [target_initiator.GetTitledFirstNameNoRegnal] zu einem Familientreffen in [target_initiator.Capital.Capital.GetName] abgelehnt ...;;Mi [GetFromRelation] [From.GetTitledFirstNameNoRegnal] rechazó la invitación de  [target_initiator.GetTitledFirstNameNoRegnal] para pasar un tiempo todos juntos en [target_initiator.Capital.Capital.GetName]...;;;;;;;;;x
EVTOPTA_WOL_3055;How silly of [From.GetObjectPronoun]!;C'est vraiment idiot de sa part !;Wie töricht!;;¡Qué tontería la de [From.GetObjectPronoun]!;;;;;;;;;x
EVTDESC_WOL_3056;[From.GetTitledFirstNameNoRegnal], [target_initiator.GetFirstName] and I had a great time together! I feel we have really strengthened our family bonds.;[From.GetTitledFirstNameNoRegnal], [target_initiator.GetFirstName] et moi passons un excellent moment ensemble ! J'ai l'impression que nos liens familiaux en sont renforcés.;[From.GetTitledFirstNameNoRegnal], [target_initiator.GetFirstName] und ich verlebten zusammen eine schöne Zeit! Mein Gefühl sagt mir, dass unsere Familienbande nun enger sind.;;[From.GetTitledFirstNameNoRegnal], [target_initiator.GetFirstName] y yo lo pasamos muy bien juntos! Creo que hemos reforzado de verdad nuestros lazos familiares.;;;;;;;;;x
EVTOPTA_WOL_3056;We should do it again some time.;Ce sera à refaire.;Wir sollten das bald wiederholen!;;Debemos volver a hacerlo alguna vez.;;;;;;;;;x
EVTDESC_WOL_3057;[From.GetFirstName], [FromFrom.GetFirstName] and I had the greatest time together! I am sure they like each other better now.;[From.GetFirstName], [FromFrom.GetFirstName] et moi avons passé un excellent moment ensemble ! Ils finiront par bien s'entendre.;[From.GetFirstName], [FromFrom.GetFirstName] und ich verlebten eine wunderschöne Zeit miteinander! Ich bin sicher, sie kommen jetzt besser miteinander aus.;;¡[From.GetFirstName], [FromFrom.GetFirstName] y yo lo pasamos como nunca juntos! Estoy seguro de que ahora se aprecian.;;;;;;;;;x
EVTDESC_WOL_3060;Constant fights and vicious pranks - my two children [target_second.GetFirstName] and [target_first.GetFirstName] just could never seem to get along, but my efforts to instill mutual love and respect have finally born fruit. This friendship will serve them well when I'm gone...;Des chamailleries incessantes, des blagues vicieuses... [target_second.GetFirstName] et [target_first.GetFirstName] n'arrivaient pas à s'entendre, mais mes tentatives de faire naître chez eux l'amour et le respect mutuels ont fini par porter fruit. Leur amitié leur sera précieuse lorsque je ne serai plus...;Ständig Streit und Streiche... Meine beiden Kinder [target_second.GetFirstName] und [target_first.GetFirstName] verstanden sich noch nie besonders gut, aber meine Bemühungen, ihnen Liebe und Achtung füreinander beizubringen, tragen nun erste Früchte. Ein gutes Verhältnis wird von Vorteil sein, wenn ich einmal nicht mehr bin...;;Constantes peleas y bromas crueles -parecía que mis dos hijos/as [target_second.GetFirstName] y [target_first.GetFirstName] nunca se llevarían bien, pero mis esfuerzos por inculcar el respeto y amor mutuo finalmente ha dado fruto. Esta amistad les servirá bien cuando me haya ido... ;;;;;;;;;x
EVTOPTA_WOL_3060;Who can you trust, if not your siblings?;À qui faire confiance, si ce n'est à sa famille ?;Wenn man seinen Geschwistern nicht vertrauen kann, wem dann?;;¿En quién puedes confiar, si no en tus hermanos/as?;;;;;;;;;x
EVTDESC6020_PARA;They are all watching me, conspiring... even my closest friends. Dark eyes, cold eyes... evil eyes.;Ils m'observent tous, ils conspirent... Même mes amis les plus proches. Avec leurs yeux noirs, froids... Mauvais...;Sie alle beobachten mich, verschwören sich gegen mich... selbst meine engsten Freunde. Dunkle Augen, kalte Augen... böse Augen.;;Me observan, conspiran...  incluso mis amigos más cercanos. Ojos oscuros, ojos fríos... ojos malvados.;;;;;;;;;x
EVTOPTA6020_PARA;What do they want?!;Que veulent-ils donc ?;Was wollen sie?!;;¡¿Qué es lo que quieren?!;;;;;;;;;x
EVTDESC6020_FEVER;The fever has broken - perhaps only temporarily - but I can still see the shadowy figures lurking in the corners. Are they real?;La fièvre est retombée, ce n'est peut-être que temporaire, mais je vois encore des ombres rôder dans les coins. Sont-elles réelles ?;Das Fieber hat nachgelassen, vielleicht nur vorübergehend, aber trotzdem kann ich immer noch die schemenhaften Gestalten in den Ecken lauern sehen. Existieren sie wirklich?;;La fiebre ha desaparecido - tal vez sólo temporalmente - pero todavía puedo ver las figuras sombrías acechando en los rincones. ¿Son reales?;;;;;;;;;x
EVTOPTA6020_FEVER;Who are they?!;Qui sont-elles ?;Wer sind sie?!;;¿Quiénes son?;;;;;;;;;x
EVTDESC6020_ZEAL;The dark stain of heresy has infected everyone around me. [Root.Religion.GetRandomEvilGodNameCap] is winning the war for humanity's souls. No one is pure... except me.;La noire souillure de l'hérésie a corrompu tous ceux qui m'entourent. [Root.Religion.GetRandomEvilGodNameCap] est en train de remporter le combat pour la domination de nos âmes. Personne n'est pur... Personne sauf moi.;Der Pesthauch der Ketzerei hat alle um mich herum erfasst. [Root.Religion.GetRandomEvilGodNameCap] gewinnt den Kampf um die Seelen der Menschen. Niemand ist rein... außer mir.;;La mancha oscura de la herejía ha infectado a todo el mundo que me rodea.[Root.Religion.GetRandomEvilGodNameCap] está ganando la guerra por las almas de la humanidad. Nadie es puro... salvo yo.;;;;;;;;;x
EVTOPTA6020_ZEAL;They must all be cleansed!;Il faut tous les purifier !;Sie müssen alle reingewaschen werden!;;¡Todos deberían ser limpiados!;;;;;;;;;x
EVTDESC6020_PRISON;There are things in the walls. Things... Not rats, oh no! Not vermin at all... but scratching, watching, trying to drive me insane!;Des choses bougent dans les murs. Des choses... Oh, pas des rats, non ! Pas de la vermine... Ça gratte, ça observe, ça cherche à me faire perdre la raison !;Es ist etwas in der Wand. Etwas... keine Ratten, oh nein! Kein Ungeziefer jeglicher Art... aber etwas, das kratzt, beobachtet und versucht, mich in den Wahnsinn zu treiben!;;Hay cosas en las paredes. Cosas... ¡No ratas, ah no! ¡No bichos, para nada... pero rasgan, me miran, ¡intentan volverme loco!!;;;;;;;;;x
EVTOPTA6020_PRISON;I must get out of this hellhole!;Je dois sortir de cet enfer !;Ich muss mich aus diesem Höllenschlund fliehen!;;¡Debo salir de este agujero infernal! ;;;;;;;;;x
EVTDESC6020_COMA;I awoke from my unending nightmare screaming. I have been in the abyss, an indescribable darkness. How long have I been asleep? Weeks, years?!;Je me suis réveillé de mon cauchemar en hurlant. Il ne voulait pas se terminer. J'étais dans les abysses. Les ténèbres y étaient indescriptibles. Combien de temps ai-je dormi ? Des semaines ? Des années !?;Schreiend wachte ich aus meinem schier endlosen Alptraum auf. Ich befand mich im Abgrund, in einer unbeschreiblichen Dunkelheit. Wie lange habe ich geschlafen? Wochen oder Jahre?!;;Me desperté de mi interminable pesadilla gritando. He estado en el abismo, una oscuridad indescriptible.¡¿Cuánto tiempo he dormido? ¿Semanas, años?!;;;;;;;;;x
EVTOPTA6020_COMA;The darkness... it's still here!;Les ténèbres... Elles sont toujours là !;Die Dunkelheit... sie ist immer noch da!;;¡La oscuridad... todavía está aquí!;;;;;;;;;x
IS_PLOT_KNOWN_BY;Plot is known;Complot connu;Die Verschwörung ist bekannt;;El complot se conoce;;;;;;;;;x
IS_NOT_PLOT_KNOWN_BY;Plot is NOT known;Complot inconnu;Die Verschwörung ist NICHT bekannt;;El complot NO se conoce;;;;;;;;;x
NOR_TRIGGER_STARTS;None of these must be true;Aucune condition ne doit être remplie;Keine davon darf zutreffen;;Ninguno de los dos puede ser verdad;;;;;;;;;x
PATRIARCH;patriarch;patriarche;Patriarch;;patriarca;;;;;;;;;x
MATRIARCH;matriarch;matriarche;Matriarch;;matriarca;;;;;;;;;x
decision_break_free;Free from Captivity;Faire libérer;Befreiung aus der Gefangenschaft;;Libre de cautiverio;;;;;;;;;x
decision_break_free_desc;Work to free §Y[This.GetTitledFirstName]§! from captivity through intrigue. Might take a long time. Requires the §YIntrigue Focus§!.;Faire libérer §Y[This.GetTitledFirstName]§! par le biais d'intrigues. Cela peut prendre longtemps. Requiert l'§Yintérêt Intrigue§!.;Befreit §Y[This.GetTitledFirstName]§! aus der Gefangenschaft mithilfe von Intrigen. Dies könnte viel Zeit in Anspruch nehmen. Benötigt §YIntrigenfokus§!.;;Trabaja para liberar a §Y[This.GetTitledFirstName]§! del cautiverio mediante la intriga. Podría tardar mucho. Requiere el §YEnfoque de intriga§!;;;;;;;;;x
decision_spy_on;Spy On;Espionner;Spionieren;;Sigue espiando;;;;;;;;;x
decision_spy_on_desc;Keep an eye on §Y[This.GetTitledName]§! in the hopes of uncovering [This.GetPossPronoun] darkest secrets. Might allow you to blackmail, level treason charges against, or even murder [This.GetObjectPronoun]. Requires the §YIntrigue Focus§!.;Garder §Y[This.GetTitledName]§! à l'oeil afin de découvrir ses plus sombres secrets. Pourrait vous permettre de le faire chanter, de le faire accuser de trahison, voire de l'assassiner. Requiert l'§Yintérêt Intrigue§!.;Behaltet §Y[This.GetTitledName]§! gut im Auge, um [This.GetPossPronoun] dunkelsten Geheimnisse zu erfahren. Dies könnte Euch die Möglichkeit verschaffen, Anklage wegen Hochverrats zu erheben oder einen Grund für Mord oder Erpressung zu erhalten. Benötigt den §YIntrigenfokus§!.;;¡No pierdas de vista a  §Y[This.GetTitledName]§! con la esperanza de descubrir [This.GetPossPronoun] más oscuros secretos. Podría permitirte chantajear, acusar de traición, o incluso matar[This.GetObjectPronoun]. ¡Requiere el §YEnfoque de intriga§!;;;;;;;;;x
opinion_declined_romance;Declined Romance;Romance refusée;Liebschaft abgelehnt;;Romance rechazado;;;;;;;;;x
opinion_charge_heresiarch;Charge: Heresiarch;Accusation : Hérétique;Anklage: Häresiarch;;Acusado: heresiarco/a;;;;;;;;;x
opinion_charge_infidel;Charge: Infidel Preacher;Accusation : Prêcheur infidèle;Anklage: Ungläubiger Prediger;;Acusado: Infiel predicador/a;;;;;;;;;x
opinion_charge_deviant;Charge: Deviant;Accusation : Déviant;Anklage: Perversität;;Acusado: desviado/a;;;;;;;;;x
opinion_charge_traitor;Charge: Traitor;Accusation : Traître;Anklage: Verräter;;Acusado: traidor/a;;;;;;;;;x
opinion_charge_illegitimate;Charge: Illegitimate;Accusation : Illégitime;Anklage: Unehelichkeit;;Acusado: ilegítimo/a;;;;;;;;;x
opinion_charge_slanderer;Charge: Slanderer;Accusation : Calomniateur;Anklage: Verleumder;;Acusado: calumniador/a;;;;;;;;;x
opinion_slandered;Slandered;Calomnié;Verleumdet;;calumniado/a;;;;;;;;;x
opinion_spy_blackmailed;Blackmailed;Victime de chantage;Erpresst;;chantajeado/a;;;;;;;;;x
opinion_dominated;Dominated;Dominé;Beherrscht;;dominado/a;;;;;;;;;x
opinion_marital_love;Love;Amour;Liebe;;Amor;;;;;;;;;x
opinion_family_love;Love;Amour;Liebe;;Amor;;;;;;;;;x
failed_escape;Failed Escape;Évasion ratée;Gescheiterte Flucht;;Fuga fracasada;;;;;;;;;x
attempted_murder_of_parent;Attempted Murder of Parent;Tentative de meurtre sur un parent;Versuchter Elternmord;;Intento de parricidio;;;;;;;;;x
attempted_murder_of_sibling;Attempted Murder of Sibling;Tentative de meurtre sur frère ou soeur;Versuchter Geschwistermord;;Intento de asesinato de un/a hermano/a;;;;;;;;;x
vicious_rumors;Vicious Rumors;Sales rumeurs;Üble Gerüchte;;Rumores viciosos;;;;;;;;;x
desc_vicious_rumors;There are all kinds of foul rumors about this character, most likely started by some rival or enemy.;Toutes sortes de rumeurs concernent ce personnage, très vraisemblablement lancées par quelque rival ou quelque ennemi.;Es gibt eine Vielzahl von widerlichen Gerüchten über diese Person, höchstwahrscheinlich in die Welt gesetzt von einem Feind oder Rivalen.;;Hay todas clases de rumores asquerosos sobre este personaje, lo más probable es que provengan de un rival o enemigo.;;;;;;;;;x
known_murderer;Known Murderer;Meurtier reconnu;Bekannter Mörder;;Asesino conocido;;;;;;;;;x
desc_known_murderer;This character has been exposed as a murderer, vehement denials notwithstanding.;Ce personnage a été dénoncé comme un meurtrier, et ce, malgré ses violentes dénégations.;Diese Person wurde als Mörder entlarvt, obwohl sie dies heftig abstreitet.;;Este personaje ha sido expuesto como un asesino, a pesar de sus vehementes desmentidos.;;;;;;;;;x
focus_intrigue_desc;[This.GetTitledFirstName] seeks to become a better schemer, spending most of [This.GetPossPronoun] time engrossed in court intrigue.\nThis Focus unlocks the §YSpy On§! and §YFree from Captivity§! options vs suitable targets.;[This.GetTitledFirstName] cherche à améliorer ses compétences en conspiration et passe le plus clair de son temps à s'impliquer dans les intrigues de la cour.\nCet intérêt débloque les options §YEspionner§! et §YFaire libérer§! sur les cibles pertinentes.;[This.GetTitledFirstName] hat sich vorgenommen, ein besserer Intrigant zu werden und verbringt die Freizeit hauptsächlich mit Intrigen am Hofe.\nDieser Fokus schaltet die Optionen §YSpionieren§! and §YBefreiung aus der Gefangenschaft§! bei passenden Zielen frei.;;[This.GetTitledFirstName] pretende convertirse en un mejor intrigante, pasando la mayor parte de [This.GetPossPronoun] tiempo inmerso en intrigas de la corte.\nEste Foco abre las opciones §YSigue espiando§! y §YLibre de cautiverio§! contra objetivos apropiados..;;;;;;;;;x
opinion_spying_on;Spying On;Espionne;Spionage;;Espiando;;;;;;;;;x
opinion_breaking_out;Breaking Out;S'évade;Ausbrechen;;Escapando.;;;;;;;;;x
ANY_OPINION_TARGET_STARTS;Any Opinion Target;A une opinion sur;Meinung Ziel;;Cualquier opinión objetivo;;;;;;;;;x
hunting_white_stag;The white stag eludes me...;Le cerf blanc m'échappe...;Ich kann den Weißen Hirschen einfach nicht erlegen...;;El ciervo blanco se me escapa...;;;;;;;;;x
hunting_white_bear;The white bear eludes me...;L'ours blanc m'échappe...;Ich kann den Weißen Bären einfach nicht erlegen...;;El oso blanco se me escapa...;;;;;;;;;x
hunting_white_tiger;The white tiger eludes me...;Le tigre blanc m'échappe...;Ich kann den Weißen Tiger einfach nicht erlegen...;;El tigre blanco se me escapa...;;;;;;;;;x
hunting_white_lion;The white lion eludes me...;Le lion blanc m'échappe...;Ich kann den Weißen Löwen einfach nicht erlegen...;;El león blanco se me escapa...;;;;;;;;;x
potion_unforeseen_effects;This might have unforeseen effects...;Ceci pourrait avoir des conséquences imprévues...;Dies könnte unvorhersehbare Auswirkungen haben...;;Esto podría tener efectos imprevistos...;;;;;;;;;x
cottage_person_dies;You kill the treacherous vagrant!;Vous tuez ce traître de vagabond !;Du tötest den heimtückischen Landstreicher!;;¡Mata al vagabundo traidor!;;;;;;;;;x
nick_the_pilgrim;the Pilgrim;le Pèlerin;der Pilger;;el Peregrino;;;;;;;;;x
nick_the_shadow;the Shadow;l'Ombre;der Schatten;;la Sombra;;;;;;;;;x
nick_the_whisperer;the Whisperer;le Chuchoteur;der Flüsterer;;el Chismoso;;;;;;;;;x
nick_the_spider;the Spider;l'Araignée;die Spinne;;la Araña;;;;;;;;;x
nick_of_the_wilds;of the Wilds;des Terres sauvages;Kind der Wildnis;;de la Selva;;;;;;;;;x
nick_the_impaler;the Impaler;l'Empaleur;der Pfähler;;el Empalador;;;;;;;;;x
nick_the_viking;the Viking;le Viking;der Wikinger;;el Vikingo;;;;;;;;;x
nick_the_decadent;the Decadent;le Décadent;der Dekadente;;el Decadente;;;;;;;;;x
nick_bloodaxe;Bloodaxe;Hache ensanglantée;Blutaxt;;Hacha sangrienta;;;;;;;;;x
nick_the_sword_of_god;the Sword of [Root.Religion.GetRandomGodName];l'Épée de [Root.Religion.GetRandomGodName];das Schwert [Root.Religion.GetRandomGodName]s;;La Espada de [Root.Religion.GetRandomGodName];;;;;;;;;x
nick_the_culture;the [Root.Culture.GetName];de culture [Root.Culture.GetName];d. [Root.Culture.GetName];;el [Root.Culture.GetName];;;;;;;;;x
nick_the_rel_group;the [Root.Religion.GetGroupName];de religion [Root.Religion.GetGroupName];d. [Root.Religion.GetGroupName];;la [Root.Religion.GetGroupName];;;;;;;;;x
ARMY_LEVIES_DESC;The total amount of levies in the realm.;Nombre total de troupes du royaume.;Die Gesamtzahl der Lehnstruppen im Reich.;;Cantidad total de levas en el reino;;;;;;;;;x
RAISED;Raised;Levées;Ausgehoben;;Ensalzado;;;;;;;;;x
UNRAISED;Unraised;En attente;Noch nicht ausgehoben;;No ensalzado;;;;;;;;;x
EVTTITLE_WoL_5001_stag;The White Stag;Le Cerf blanc;Der Weiße Hirsch;;El ciervo blanco;;;;;;;;;x
EVTTITLE_WoL_5001_bear;The White Bear;L'Ours blanc;Der Weiße Bär;;El oso blanco;;;;;;;;;x
EVTTITLE_WoL_5001_tiger;The White Tiger;Le Tigre blanc;Der Weiße Tiger;;El tigre blanco;;;;;;;;;x
EVTTITLE_WoL_5001_lion;The White Lion;Le Lion blanc;Der Weiße Löwe;;El león blanco;;;;;;;;;x
EVTDESC_WoL_5001_stag;Lately, you have heard persistent rumors from peasants and travellers in the wilds that a strange, mythical beast has been sighted in your realm. It's a white stag, powerful and elusive. The common folk claim it comes from another world and that the hunter who claims it will be imbued with divine power.;Ces derniers temps, les paysans et les voyageurs font courir le bruit qu'une bête mythique a été aperçue dans votre royaume. C'est un cerf blanc, puissant et insaisissable. Le peuple dit que cette créature vient d'un autre monde et que le chasseur qui abattra l'animal recevra un pouvoir divin.;Seit Kurzem verbreitet sich unter Bauern und Reisenden das Gerücht, dass ein seltsames, mythisches Tier in Eurem Reich gesichtet wurde. Es handelt sich um einen weißen Hirschen, mächtig und scheu. Das gemeine Volk behauptet, er stamme aus einer anderen Welt und wer ihn erlegte, der werde von göttlicher Macht erfüllt.;;Últimamente, has escuchado rumores persistentes de campesinos y viajeros de las regiones desoladas que se ha visto una bestia extraña, mítica en tu reino. Se trata de un ciervo blanco, poderoso y evasivo. El pueblo llano afirmar que proviene de otro mundo y que el cazador que lo reclame se imbuirá de poder divino.;;;;;;;;;x
EVTDESC_WoL_5001_bear;Lately, you have heard persistent rumors from peasants and travellers in the wilds that a strange, mythical beast has been sighted in your realm. It's a white bear, powerful and elusive. The common folk claim it comes from another world and that the hunter who claims it will be imbued with divine power.;Ces derniers temps, les paysans et les voyageurs font courir le bruit qu'une bête mythique a été aperçue dans votre royaume. C'est un ours blanc, puissant et insaisissable. Le peuple dit que cette créature vient d'un autre monde et que le chasseur qui abattra l'animal recevra un pouvoir divin.;Seit Kurzem verbreitet sich unter Bauern und Reisenden das Gerücht, dass ein seltsames, mythisches Tier in Eurem Reich gesichtet wurde. Es handelt sich um einen weißen Bären, mächtig und scheu. Das gemeine Volk behauptet, er stamme aus einer anderen Welt und wer ihn erlegte, der werde von göttlicher Macht erfüllt.;;Últimamente, has escuchado rumores persistentes de campesinos y viajeros de las regiones desoladas que se ha visto una bestia extraña, mítica en tu reino. Se trata de un oso blanco, poderoso y evasivo. El pueblo llano afirmar que proviene de otro mundo y que el cazador que lo reclame se imbuirá de poder divino.;;;;;;;;;x
